[rosmaster.main][INFO] 2024-04-23 10:51:01,108: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-04-23 10:51:01,108: Starting ROS Master Node
[rosmaster.master][INFO] 2024-04-23 10:51:02,038: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,049: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,037: +PUB [/prometheus/control/ref_pose_rviz] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,050: +SUB [/clock] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,051: +SERVICE [/octomap_server/get_loggers] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,052: +PUB [/prometheus/message/main] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,053: +SERVICE [/octomap_server/set_logger_level] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,053: +SUB [/clock] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,053: +PUB [/prometheus/log/control] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,056: +SUB [/uav1/prometheus/ground_truth] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,058: +SUB [/clock] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,059: +SUB [/prometheus/planning/bspline] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,061: +SUB [/slam/pose] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,063: +SUB [/tf] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,069: +SUB [/prometheus/fast_planning/replan] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,070: +SUB [/tf] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,073: +SUB [/tf_static] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,076: +SERVICE [/octomap_server/set_parameters] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,077: +SUB [/prometheus/drone_odom] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,078: +PUB [/octomap_server/parameter_descriptions] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,079: +PUB [/prometheus/planning/state] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,080: +SUB [/vrpn_client_node/p450/pose] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,080: +PUB [/prometheus/fast_planner/position_cmd] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,081: +PUB [/octomap_server/parameter_updates] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,082: +PUB [/mavros/vision_pose/pose] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,082: +PUB [/prometheus/planning/traj] /traj_server http://hyx020222-ThinkBook-14:41229/
[rosmaster.master][INFO] 2024-04-23 10:51:02,083: +PUB [/prometheus/drone_state] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,084: +PUB [/prometheus/drone_odom] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,086: +PUB [/prometheus/drone_trajectory] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,087: +PUB [/prometheus/message/main] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,089: +SUB [/mavros/setpoint_raw/target_local] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,093: +SUB [/mavros/state] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,095: +SUB [/mavros/setpoint_raw/target_attitude] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,097: +PARAM [/octomap_server/compress_map] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,099: +PARAM [/octomap_server/incremental_2D_projection] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,099: +SUB [/mavros/extended_state] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,100: +SUB [/mavros/target_actuator_control] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,101: +PARAM [/octomap_server/filter_speckles] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,101: +PUB [/mavros/setpoint_raw/local] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,102: +PARAM [/octomap_server/max_depth] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,102: +PUB [/mavros/setpoint_raw/attitude] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,103: +PARAM [/octomap_server/pointcloud_min_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,105: +PUB [/mavros/actuator_control] /px4_pos_controller http://hyx020222-ThinkBook-14:34981/
[rosmaster.master][INFO] 2024-04-23 10:51:02,106: +PARAM [/octomap_server/pointcloud_max_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,106: +SUB [/mavros/local_position/pose] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,107: +PARAM [/octomap_server/occupancy_min_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,108: +PARAM [/octomap_server/occupancy_max_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,110: +PARAM [/octomap_server/sensor_model_max_range] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,111: +SUB [/mavros/local_position/velocity_local] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,112: +PARAM [/octomap_server/sensor_model_min_range] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,112: publisherUpdate[/prometheus/drone_state] -> http://hyx020222-ThinkBook-14:34981/ ['http://hyx020222-ThinkBook-14:33051/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,112: publisherUpdate[/prometheus/drone_odom] -> http://hyx020222-ThinkBook-14:41229/ ['http://hyx020222-ThinkBook-14:33051/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,114: +PARAM [/octomap_server/sensor_model_hit] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,116: +PARAM [/octomap_server/sensor_model_miss] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,116: +PARAM [/octomap_server/sensor_model_min] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,117: +PARAM [/octomap_server/sensor_model_max] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,118: +SUB [/prometheus/drone_odom] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,118: +PARAM [/octomap_server/filter_ground] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,119: +SUB [/mavros/imu/data] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,121: +PARAM [/octomap_server/ground_filter_distance] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,122: +PARAM [/octomap_server/ground_filter_angle] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,123: +SUB [/rtabmap/cloud_map] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,123: +PARAM [/octomap_server/ground_filter_plane_distance] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,124: publisherUpdate[/prometheus/drone_state] -> http://hyx020222-ThinkBook-14:34981/ ['http://hyx020222-ThinkBook-14:33051/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,126: publisherUpdate[/prometheus/drone_odom] -> http://hyx020222-ThinkBook-14:41229/ ['http://hyx020222-ThinkBook-14:33051/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,126: +SUB [/mavros/global_position/rel_alt] /px4_pos_estimator http://hyx020222-ThinkBook-14:33051/
[rosmaster.master][INFO] 2024-04-23 10:51:02,128: +PUB [/sdf_map/inflate_cloud] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,129: +CACHEDPARAM [/rosout_disable_topics_generation] by /dyn_planner_node
[rosmaster.master][INFO] 2024-04-23 10:51:02,150: +CACHEDPARAM [/rosout_disable_topics_generation] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,153: +PUB [/occupied_cells_vis_array] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,154: +PUB [/octomap_binary] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,155: +PUB [/octomap_full] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,157: +PUB [/octomap_point_cloud_centers] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,157: +PUB [/projected_map] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,159: +PUB [/free_cells_vis_array] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,162: +PUB [/planning_vis/trajectory] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,163: +SUB [/prometheus/sensors/3Dlidar_scan] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,165: +SUB [/prometheus/planning/goal] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,165: +SERVICE [/octomap_binary] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,166: +SERVICE [/octomap_full] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,166: +SERVICE [/octomap_server/clear_bbx] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,167: +SERVICE [/octomap_server/reset] /octomap_server http://hyx020222-ThinkBook-14:45863/
[rosmaster.master][INFO] 2024-04-23 10:51:02,167: +PARAM [/octomap_server/compress_map] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,168: +SUB [/prometheus/switch/fast_planner] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,169: +PUB [/prometheus/fast_planning/replan] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,169: +PUB [/prometheus/planning/stop_cmd] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,169: +PARAM [/octomap_server/incremental_2D_projection] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,170: +PUB [/prometheus/planning/bspline] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,171: +PARAM [/octomap_server/filter_speckles] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,171: +PUB [/prometheus/message/fast_planner] /dyn_planner_node http://hyx020222-ThinkBook-14:41307/
[rosmaster.master][INFO] 2024-04-23 10:51:02,172: +PARAM [/octomap_server/max_depth] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,173: +PARAM [/octomap_server/pointcloud_min_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,174: +PARAM [/octomap_server/pointcloud_max_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,174: +PARAM [/octomap_server/occupancy_min_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,174: +PARAM [/octomap_server/occupancy_max_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,174: +PARAM [/octomap_server/sensor_model_max_range] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,175: +PARAM [/octomap_server/sensor_model_min_range] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,175: +PARAM [/octomap_server/sensor_model_hit] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,175: +PARAM [/octomap_server/sensor_model_miss] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,176: +PARAM [/octomap_server/sensor_model_min] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,176: +PARAM [/octomap_server/sensor_model_max] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,176: +PARAM [/octomap_server/filter_ground] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,177: +PARAM [/octomap_server/ground_filter_distance] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,177: +PARAM [/octomap_server/ground_filter_angle] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,177: +PARAM [/octomap_server/ground_filter_plane_distance] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,178: +PARAM [/octomap_server/compress_map] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,178: +PARAM [/octomap_server/incremental_2D_projection] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,178: +PARAM [/octomap_server/filter_speckles] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,179: +PARAM [/octomap_server/max_depth] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,179: +PARAM [/octomap_server/pointcloud_min_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,179: +PARAM [/octomap_server/pointcloud_max_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,180: +PARAM [/octomap_server/occupancy_min_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,180: +PARAM [/octomap_server/occupancy_max_z] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,180: +PARAM [/octomap_server/sensor_model_max_range] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,180: +PARAM [/octomap_server/sensor_model_min_range] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,181: +PARAM [/octomap_server/sensor_model_hit] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,181: +PARAM [/octomap_server/sensor_model_miss] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,181: +PARAM [/octomap_server/sensor_model_min] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,181: +PARAM [/octomap_server/sensor_model_max] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,182: +PARAM [/octomap_server/filter_ground] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,182: +PARAM [/octomap_server/ground_filter_distance] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,183: +PARAM [/octomap_server/ground_filter_angle] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,183: +PARAM [/octomap_server/ground_filter_plane_distance] by /octomap_server
[rosmaster.master][INFO] 2024-04-23 10:51:02,184: +PUB [/rosout] /rviz http://hyx020222-ThinkBook-14:44085/
[rosmaster.master][INFO] 2024-04-23 10:51:02,184: +SERVICE [/rviz/get_loggers] /rviz http://hyx020222-ThinkBook-14:44085/
[rosmaster.master][INFO] 2024-04-23 10:51:02,184: +SERVICE [/rviz/set_logger_level] /rviz http://hyx020222-ThinkBook-14:44085/
[rosmaster.master][INFO] 2024-04-23 10:51:02,185: +SUB [/clock] /rviz http://hyx020222-ThinkBook-14:44085/
[rosmaster.master][INFO] 2024-04-23 10:51:02,186: +CACHEDPARAM [/rosout_disable_topics_generation] by /rviz
[rosmaster.master][INFO] 2024-04-23 10:51:02,227: publisherUpdate[/prometheus/fast_planning/replan] -> http://hyx020222-ThinkBook-14:41229/ ['http://hyx020222-ThinkBook-14:41307/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,228: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/', 'http://hyx020222-ThinkBook-14:44085/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,237: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/', 'http://hyx020222-ThinkBook-14:44085/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,248: publisherUpdate[/prometheus/fast_planning/replan] -> http://hyx020222-ThinkBook-14:41229/ ['http://hyx020222-ThinkBook-14:41307/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,248: publisherUpdate[/prometheus/planning/bspline] -> http://hyx020222-ThinkBook-14:41229/ ['http://hyx020222-ThinkBook-14:41307/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,248: publisherUpdate[/prometheus/planning/bspline] -> http://hyx020222-ThinkBook-14:41229/ ['http://hyx020222-ThinkBook-14:41307/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,312: +PUB [/rosout] /ground_station http://hyx020222-ThinkBook-14:44243/
[rosmaster.master][INFO] 2024-04-23 10:51:02,314: +PUB [/rosout] /ground_station_msg http://hyx020222-ThinkBook-14:35777/
[rosmaster.master][INFO] 2024-04-23 10:51:02,316: +SERVICE [/ground_station_msg/get_loggers] /ground_station_msg http://hyx020222-ThinkBook-14:35777/
[rosmaster.master][INFO] 2024-04-23 10:51:02,316: +SERVICE [/ground_station/get_loggers] /ground_station http://hyx020222-ThinkBook-14:44243/
[rosmaster.master][INFO] 2024-04-23 10:51:02,317: +PUB [/rosout] /planning_mission http://hyx020222-ThinkBook-14:36945/
[rosmaster.master][INFO] 2024-04-23 10:51:02,318: +SERVICE [/ground_station_msg/set_logger_level] /ground_station_msg http://hyx020222-ThinkBook-14:35777/
[rosmaster.master][INFO] 2024-04-23 10:51:02,318: +PUB [/rosout] /terminal_control http://hyx020222-ThinkBook-14:43021/
[rosmaster.master][INFO] 2024-04-23 10:51:02,320: +SERVICE [/planning_mission/get_loggers] /planning_mission http://hyx020222-ThinkBook-14:36945/
[rosmaster.master][INFO] 2024-04-23 10:51:02,320: +SERVICE [/ground_station/set_logger_level] /ground_station http://hyx020222-ThinkBook-14:44243/
[rosmaster.master][INFO] 2024-04-23 10:51:02,321: +SERVICE [/terminal_control/get_loggers] /terminal_control http://hyx020222-ThinkBook-14:43021/
[rosmaster.master][INFO] 2024-04-23 10:51:02,321: +SUB [/clock] /ground_station_msg http://hyx020222-ThinkBook-14:35777/
[rosmaster.master][INFO] 2024-04-23 10:51:02,322: +SERVICE [/planning_mission/set_logger_level] /planning_mission http://hyx020222-ThinkBook-14:36945/
[rosmaster.master][INFO] 2024-04-23 10:51:02,323: +SERVICE [/terminal_control/set_logger_level] /terminal_control http://hyx020222-ThinkBook-14:43021/
[rosmaster.master][INFO] 2024-04-23 10:51:02,324: +SUB [/prometheus/message/main] /ground_station_msg http://hyx020222-ThinkBook-14:35777/
[rosmaster.master][INFO] 2024-04-23 10:51:02,326: +SUB [/clock] /ground_station http://hyx020222-ThinkBook-14:44243/
[rosmaster.master][INFO] 2024-04-23 10:51:02,335: +SUB [/clock] /planning_mission http://hyx020222-ThinkBook-14:36945/
[rosmaster.master][INFO] 2024-04-23 10:51:02,338: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/', 'http://hyx020222-ThinkBook-14:44085/', 'http://hyx020222-ThinkBook-14:44243/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,338: +SUB [/prometheus/message/local_planner] /ground_station_msg http://hyx020222-ThinkBook-14:35777/
[rosmaster.master][INFO] 2024-04-23 10:51:02,340: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/', 'http://hyx020222-ThinkBook-14:44085/', 'http://hyx020222-ThinkBook-14:44243/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,343: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/', 'http://hyx020222-ThinkBook-14:44085/', 'http://hyx020222-ThinkBook-14:44243/', 'http://hyx020222-ThinkBook-14:35777/']
[rosmaster.master][INFO] 2024-04-23 10:51:02,343: +SUB [/clock] /terminal_control http://hyx020222-ThinkBook-14:43021/
[rosmaster.master][INFO] 2024-04-23 10:51:02,345: +SUB [/prometheus/log/control] /ground_station http://hyx020222-ThinkBook-14:44243/
[rosmaster.master][INFO] 2024-04-23 10:51:02,345: publisherUpdate[/rosout] -> http://hyx020222-ThinkBook-14:35683/ ['http://hyx020222-ThinkBook-14:34033/', 'http://hyx020222-ThinkBook-14:34553/', 'http://hyx020222-ThinkBook-14:44309/', 'http://hyx020222-ThinkBook-14:44015/', 'http://hyx020222-ThinkBook-14:33051/', 'http://hyx020222-ThinkBook-14:35453/', 'http://hyx020222-ThinkBook-14:34981/', 'http://hyx020222-ThinkBook-14:43729/', 'http://hyx020222-ThinkBook-14:34173/', 'http://hyx020222-ThinkBook-14:35023/', 'http://hyx020222-ThinkBook-14:41307/', 'http://hyx020222-ThinkBook-14:41229/', 'http://hyx020222-ThinkBook-14:45863/', 'http://hyx020222-ThinkBook-14:44085/', 'http://hyx020222-ThinkBook-14:44243/', 'http://hyx020222-ThinkBook-14:35777/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-04-23 10:51:02,346: +PUB [/prometheus/control_command] /terminal_control http://hyx020222-ThinkBook-14:43021/
